zacetek_A,zacetek_B,srecanje_id,srecanje_ime,stevilo_korakov
mega_368,mega_114,mega_114,Klinični center,132
mega_368,mega_114,mega_161,Bavarski dvor,602
mega_368,mega_114,mega_235,Trata,662
mega_368,mega_114,N/A,N/A,2305
mega_368,mega_114,mega_309,Drama,82
mega_368,mega_114,mega_39,Ajdovščina,455
mega_368,mega_114,mega_209,Mercator,255
mega_368,mega_114,mega_136,Viadukt,577
mega_368,mega_114,mega_366,Gosposvetska,250
mega_368,mega_114,mega_247,Tobačna,351
mega_368,mega_114,mega_386,Konzorcij/Pošta,298
mega_368,mega_114,mega_65,Vič Glince,503
mega_368,mega_114,mega_355,Tovorni kolodvor,911
mega_368,mega_114,mega_317,Savske stolpnice,92
mega_368,mega_114,mega_386,Konzorcij/Pošta,33
mega_368,mega_114,mega_419,Cukrarna,13
mega_368,mega_114,mega_276,Kino Šiška,836
mega_368,mega_114,mega_112,Poljanska,691
mega_368,mega_114,mega_161,Bavarski dvor,130
mega_368,mega_114,mega_316,Žale,175
mega_368,mega_114,mega_161,Bavarski dvor,43
mega_368,mega_114,mega_326,Pot na Fužine,596
mega_368,mega_114,mega_351,Jarše,2024
mega_368,mega_114,mega_366,Gosposvetska,353
mega_368,mega_114,mega_241,Razstavišče,389
mega_368,mega_114,mega_161,Bavarski dvor,1287
mega_368,mega_114,mega_118,Bežigrad,27
mega_368,mega_114,mega_309,Drama,2055
mega_368,mega_114,mega_228,Bonifacija,50
mega_368,mega_114,mega_287,Rusjanov trg,60
mega_368,mega_114,mega_39,Ajdovščina,369
mega_368,mega_114,mega_118,Bežigrad,1100
mega_368,mega_114,mega_209,Mercator,862
mega_368,mega_114,mega_161,Bavarski dvor,1079
mega_368,mega_114,mega_314,Cankarjev dom,1117
mega_368,mega_114,mega_127,Privoz,1654
mega_368,mega_114,mega_161,Bavarski dvor,87
mega_368,mega_114,mega_276,Kino Šiška,651
mega_368,mega_114,mega_291,Bolnica,1770
mega_368,mega_114,mega_95,7. septembra,244
mega_368,mega_114,mega_241,Razstavišče,82
mega_368,mega_114,N/A,N/A,2305
mega_368,mega_114,mega_181,Aškerčeva,178
mega_368,mega_114,mega_121,Ambrožev trg,164
mega_368,mega_114,mega_148,Poliklinika,777
mega_368,mega_114,mega_272,Kardeljeva ploščad,1846
mega_368,mega_114,mega_327,Friškovec,2225
mega_368,mega_114,mega_161,Bavarski dvor,1043
mega_368,mega_114,mega_39,Ajdovščina,239
mega_368,mega_114,mega_366,Gosposvetska,299
mega_368,mega_114,mega_160,AMZS,801
mega_368,mega_114,mega_386,Konzorcij/Pošta,1327
mega_368,mega_114,mega_161,Bavarski dvor,139
mega_368,mega_114,mega_161,Bavarski dvor,1014
mega_368,mega_114,mega_161,Bavarski dvor,872
mega_368,mega_114,mega_39,Ajdovščina,151
mega_368,mega_114,mega_118,Bežigrad,1283
mega_368,mega_114,mega_114,Klinični center,42
mega_368,mega_114,mega_350,Šola Jarše,283
mega_368,mega_114,mega_309,Drama,815
mega_368,mega_114,mega_386,Konzorcij/Pošta,378
mega_368,mega_114,mega_39,Ajdovščina,222
mega_368,mega_114,mega_248,Štepanja vas,816
mega_368,mega_114,mega_386,Konzorcij/Pošta,88
mega_368,mega_114,mega_350,Šola Jarše,100
mega_368,mega_114,mega_332,Stara cerkev,674
mega_368,mega_114,mega_305,Spodnji Rudnik,449
mega_368,mega_114,mega_374,Zaloška,522
mega_368,mega_114,mega_278,Slovenija avto,470
mega_368,mega_114,mega_386,Konzorcij/Pošta,853
mega_368,mega_114,mega_386,Konzorcij/Pošta,25
mega_368,mega_114,mega_92,Leskoškova,158
mega_368,mega_114,mega_161,Bavarski dvor,547
mega_368,mega_114,mega_386,Konzorcij/Pošta,607
mega_368,mega_114,mega_131,Križanke,767
mega_368,mega_114,mega_39,Ajdovščina,1253
mega_368,mega_114,mega_78,Prekmurska,338
mega_368,mega_114,mega_140,Kodeljevo,313
mega_368,mega_114,mega_39,Ajdovščina,20
mega_368,mega_114,mega_118,Bežigrad,150
mega_368,mega_114,mega_161,Bavarski dvor,1175
mega_368,mega_114,mega_131,Križanke,69
mega_368,mega_114,mega_247,Tobačna,85
mega_368,mega_114,mega_83,Jana Husa,587
mega_368,mega_114,mega_317,Savske stolpnice,157
mega_368,mega_114,mega_131,Križanke,48
mega_368,mega_114,mega_126,Bratov Učakar,587
mega_368,mega_114,mega_133,Emona,1204
mega_368,mega_114,mega_291,Bolnica,962
mega_368,mega_114,N/A,N/A,2305
mega_368,mega_114,mega_161,Bavarski dvor,1109
mega_368,mega_114,mega_93,Litostrojska,501
mega_368,mega_114,mega_260,Ježica,1026
mega_368,mega_114,mega_161,Bavarski dvor,57
mega_368,mega_114,mega_131,Križanke,1448
mega_368,mega_114,mega_161,Bavarski dvor,503
mega_368,mega_114,mega_161,Bavarski dvor,1284
mega_368,mega_114,mega_118,Bežigrad,401
mega_368,mega_114,mega_65,Vič Glince,247
mega_368,mega_114,mega_332,Stara cerkev,73
mega_368,mega_114,mega_83,Jana Husa,2003
mega_368,mega_114,mega_114,Klinični center,94
mega_368,mega_114,mega_386,Konzorcij/Pošta,1169
mega_368,mega_114,mega_161,Bavarski dvor,1611
mega_368,mega_114,mega_241,Razstavišče,12
mega_368,mega_114,mega_386,Konzorcij/Pošta,1257
mega_368,mega_114,mega_118,Bežigrad,419
mega_368,mega_114,mega_94,Stadion,785
mega_368,mega_114,mega_161,Bavarski dvor,1050
mega_368,mega_114,mega_161,Bavarski dvor,1005
mega_368,mega_114,mega_388,Dalmatinova/Tavčarjeva,18
mega_368,mega_114,mega_194,Ižanska,334
mega_368,mega_114,mega_325,Studenec,320
mega_368,mega_114,mega_161,Bavarski dvor,585
mega_368,mega_114,mega_278,Slovenija avto,1166
mega_368,mega_114,mega_215,Smelt,1164
mega_368,mega_114,mega_39,Ajdovščina,251
mega_368,mega_114,mega_39,Ajdovščina,634
mega_368,mega_114,mega_77,Stožice,830
mega_368,mega_114,mega_161,Bavarski dvor,293
mega_368,mega_114,mega_161,Bavarski dvor,514
mega_368,mega_114,mega_26,Zapuže,518
mega_368,mega_114,mega_122,Gornji trg,477
mega_368,mega_114,mega_114,Klinični center,33
mega_368,mega_114,mega_127,Privoz,79
mega_368,mega_114,mega_161,Bavarski dvor,686
mega_368,mega_114,mega_309,Drama,506
mega_368,mega_114,mega_386,Konzorcij/Pošta,23
mega_368,mega_114,mega_161,Bavarski dvor,711
mega_368,mega_114,mega_346,Prušnikova,678
mega_368,mega_114,mega_121,Ambrožev trg,2095
mega_368,mega_114,mega_386,Konzorcij/Pošta,689
mega_368,mega_114,mega_241,Razstavišče,898
mega_368,mega_114,mega_94,Stadion,263
mega_368,mega_114,mega_39,Ajdovščina,194
mega_368,mega_114,mega_39,Ajdovščina,401
mega_368,mega_114,mega_375,Šentvid,763
mega_368,mega_114,N/A,N/A,2305
mega_368,mega_114,mega_215,Smelt,1036
mega_368,mega_114,mega_375,Šentvid,276
mega_368,mega_114,mega_278,Slovenija avto,334
mega_368,mega_114,mega_309,Drama,687
mega_368,mega_114,mega_87,Vič,302
mega_368,mega_114,mega_161,Bavarski dvor,291
mega_368,mega_114,mega_161,Bavarski dvor,911
mega_368,mega_114,mega_313,Podvozna pot,153
mega_368,mega_114,mega_122,Gornji trg,1155
mega_368,mega_114,mega_39,Ajdovščina,36
mega_368,mega_114,mega_366,Gosposvetska,105
mega_368,mega_114,mega_327,Friškovec,1142
mega_368,mega_114,mega_386,Konzorcij/Pošta,164
mega_368,mega_114,mega_366,Gosposvetska,2120
mega_368,mega_114,mega_241,Razstavišče,1927
mega_368,mega_114,mega_47,Sava,1464
mega_368,mega_114,mega_278,Slovenija avto,362
mega_368,mega_114,mega_161,Bavarski dvor,351
mega_368,mega_114,mega_325,Studenec,1045
mega_368,mega_114,mega_161,Bavarski dvor,92
mega_368,mega_114,mega_39,Ajdovščina,201
mega_368,mega_114,mega_127,Privoz,35
mega_368,mega_114,mega_93,Litostrojska,743
mega_368,mega_114,mega_138,Astra,616
mega_368,mega_114,mega_161,Bavarski dvor,17
mega_368,mega_114,mega_161,Bavarski dvor,307
mega_368,mega_114,mega_366,Gosposvetska,51
mega_368,mega_114,mega_162,Tivoli,185
mega_368,mega_114,mega_241,Razstavišče,601
mega_368,mega_114,mega_252,Hrušica,676
mega_368,mega_114,mega_291,Bolnica,372
mega_368,mega_114,N/A,N/A,2305
mega_368,mega_114,mega_267,Polje,907
mega_368,mega_114,mega_331,Streliška,1659
mega_368,mega_114,mega_161,Bavarski dvor,531
mega_368,mega_114,mega_161,Bavarski dvor,1000
mega_368,mega_114,mega_366,Gosposvetska,345
mega_368,mega_114,mega_309,Drama,582
mega_368,mega_114,mega_355,Tovorni kolodvor,2044
mega_368,mega_114,mega_366,Gosposvetska,118
mega_368,mega_114,mega_161,Bavarski dvor,807
mega_368,mega_114,mega_136,Viadukt,1483
mega_368,mega_114,mega_161,Bavarski dvor,13
mega_368,mega_114,mega_272,Kardeljeva ploščad,786
mega_368,mega_114,mega_143,Krimska,232
mega_368,mega_114,mega_118,Bežigrad,949
mega_368,mega_114,mega_161,Bavarski dvor,1286
mega_368,mega_114,mega_309,Drama,63
mega_368,mega_114,mega_419,Cukrarna,1991
mega_368,mega_114,mega_228,Bonifacija,229
mega_368,mega_114,mega_374,Zaloška,55
mega_368,mega_114,mega_181,Aškerčeva,1004
mega_368,mega_114,mega_291,Bolnica,356
mega_368,mega_114,mega_65,Vič Glince,607
mega_368,mega_114,mega_241,Razstavišče,159
mega_368,mega_114,mega_241,Razstavišče,1510
mega_368,mega_114,mega_241,Razstavišče,1205
mega_368,mega_114,mega_355,Tovorni kolodvor,343
mega_368,mega_114,mega_161,Bavarski dvor,43
mega_368,mega_114,mega_366,Gosposvetska,782
mega_368,mega_114,mega_161,Bavarski dvor,806
mega_368,mega_114,mega_138,Astra,481
mega_368,mega_114,mega_228,Bonifacija,328
mega_368,mega_114,mega_309,Drama,108
mega_368,mega_114,mega_66,Gerbičeva,163
mega_368,mega_114,mega_346,Prušnikova,350
mega_368,mega_114,mega_131,Križanke,264
mega_368,mega_114,mega_95,7. septembra,634
mega_368,mega_114,mega_386,Konzorcij/Pošta,1239
mega_368,mega_114,mega_386,Konzorcij/Pošta,450
mega_368,mega_114,mega_375,Šentvid,1160
mega_368,mega_114,mega_39,Ajdovščina,24
mega_368,mega_114,mega_374,Zaloška,260
mega_368,mega_114,mega_39,Ajdovščina,2025
mega_368,mega_114,mega_366,Gosposvetska,17
mega_368,mega_114,mega_241,Razstavišče,304
mega_368,mega_114,mega_161,Bavarski dvor,50
mega_368,mega_114,mega_235,Trata,933
mega_368,mega_114,mega_161,Bavarski dvor,232
mega_368,mega_114,mega_39,Ajdovščina,1297
mega_368,mega_114,mega_309,Drama,792
mega_368,mega_114,mega_161,Bavarski dvor,975
mega_368,mega_114,mega_309,Drama,1112
mega_368,mega_114,mega_228,Bonifacija,677
mega_368,mega_114,mega_350,Šola Jarše,687
mega_368,mega_114,mega_241,Razstavišče,1246
mega_368,mega_114,mega_332,Stara cerkev,1332
mega_368,mega_114,mega_276,Kino Šiška,1446
mega_368,mega_114,mega_127,Privoz,132
mega_368,mega_114,mega_161,Bavarski dvor,765
mega_368,mega_114,mega_137,Hajdrihova,19
mega_368,mega_114,mega_309,Drama,141
mega_368,mega_114,mega_161,Bavarski dvor,94
mega_368,mega_114,mega_161,Bavarski dvor,263
