zacetek_A,zacetek_B,srecanje_id,srecanje_ime,stevilo_korakov
803122,404102,600022,Ajdovščina,721
745101,603144,203042,Šola Jarše,2132
703201,804144,501012,Ilirska,735
602022,603121,802022,Kino Šiška,1470
304071,802012,602101,Gornji trg,695
404021,202011,602061,Križanke,263
202091,503012,601011,Pošta,1350
625021,504081,601011,Pošta,312
703212,204042,802022,Kino Šiška,1546
803222,803072,101031,Bežigrad,903
104062,801011,602022,Drama,366
103041,815152,602031,Hajdrihova,1765
204491,415011,603171,Opekarska,488
602071,204071,704181,Podvozna pot,1164
203061,204011,502024,Cukrarna,1867
803122,803121,804232,Pržanec,29
702011,404181,304071,Polje,612
103182,204192,600022,Ajdovščina,348
603071,103052,103031,AMZS,1267
304074,202051,601012,Konzorcij,380
415082,614021,601012,Konzorcij,694
303041,303081,303081,Nusdorferjeva,8
303032,603041,602022,Drama,313
103091,300014,600011,Bavarski dvor,658
203041,204083,602052,Aškerčeva,1253
704041,104171,601011,Pošta,1288
402011,204142,600022,Ajdovščina,127
103101,406072,704141,Zgornji log,1980
603172,304074,203192,Yulon,326
204111,404172,703102,Bonifacija,427
704102,602022,600022,Ajdovščina,241
502022,204192,803032,Kompas,558
803052,204371,304074,Polje,3429
704182,102021,601011,Pošta,1003
703192,625062,402031,Klinični center,3265
104352,804221,600012,Bavarski dvor,250
745101,405122,603122,Ižanska,315
704142,745043,704181,Podvozna pot,676
204062,745021,703102,Bonifacija,681
203072,102082,203211,Kranjčeva,33
425012,602071,704181,Podvozna pot,702
303021,815181,802052,Drenikova,1264
404192,402021,202062,Žale,290
406041,804391,601011,Pošta,934
104142,104081,601012,Konzorcij,300
204352,204154,601011,Pošta,1286
804104,603143,601012,Konzorcij,432
602122,404011,602062,Križanke,1012
802021,602062,403022,Kodeljevo,346
204042,702012,304031,Rusjanov trg,974
203241,804221,100021,Razstavišče,402
604032,804241,602111,Privoz,228
303081,203232,703111,Dolgi most,651
745061,304021,503012,Strelišče,366
815191,103061,602052,Aškerčeva,1355
815032,602011,601011,Pošta,192
105101,603211,803052,Litostrojska,456
202051,103122,602062,Križanke,1688
604023,404022,600022,Ajdovščina,1216
404011,104141,602042,Tobačna,786
300014,803042,402062,Gornje Poljane,488
803016,704031,402032,Klinični center,1226
502032,804071,603142,Tbilisijska,527
603064,602111,500011,Tavčarjeva,279
603091,203192,203041,Šola Jarše,171
406071,745021,804212,Murkova,2411
603151,105112,203022,Rožičeva,2351
745021,204461,601011,Pošta,339
204341,745051,601012,Konzorcij,1250
304111,604041,502014,Ambrožev trg,374
104031,404141,804032,Podgora,1348
102021,405051,803016,Šišenska,1525
603112,603021,600012,Bavarski dvor,768
303082,614112,801012,Tivoli,656
101052,703111,303071,Brodarjev trg,430
603121,603111,703112,Dolgi most,253
605082,603201,602021,Drama,329
415061,804361,600032,Dalmatinova,671
614062,406052,304131,Silos,688
204441,204232,105142,Domžale,108
603111,804341,600022,Ajdovščina,616
804511,104342,602022,Drama,333
614101,204172,703112,Dolgi most,728
301011,603143,600022,Ajdovščina,162
304112,801021,402032,Klinični center,110
803081,103162,103071,Smelt,759
104061,202062,602051,Aškerčeva,250
815042,103132,803031,Kompas,87
504071,503051,602022,Drama,65
403062,104201,600021,Ajdovščina,1265
102092,105102,602021,Drama,2918
403023,745021,804102,Tabor,546
