zacetek_A,zacetek_B,srecanje_id,srecanje_ime,stevilo_korakov
476c1b24-6f2f-4727-b610-645c50493814,7add6fa5-bfd5-4d9c-841b-d9856088ede9,a9796806-8cd3-4b76-bf8c-4340aec35c9e,Lutkovno gl.,436
8512e1be-4637-483b-a3e6-78ccc6d2c5b1,d9df1ba3-6820-4fcb-b561-9cb7a60dd463,6c56976b-4ae1-429f-bcab-0cfc37e3580d,Zgornji log,309
8648bfde-9b0f-4a64-aced-fe63aa923879,1505c6fe-6080-424e-98d1-24c312cfacf3,557f714a-6f4a-4c98-8c5a-d74fa34b2adb,Hrvatski trg,2611
258aeffc-294a-4919-bfb0-34f90dc19892,a112e799-e1b6-4dd2-b652-bd521dda7638,7f510cd8-4742-4dcf-95c0-16cde39c2e26,Zg. Gameljne,1603
9e90940e-cf99-4112-87ec-7cbb6331509a,f5d8583f-6e9d-4996-b803-74bf3cd0b602,fef200e9-4d98-425b-ab14-8110e2aa85d7,Drama,311
0c3a77a7-d9eb-45c7-b722-1fafde29129c,4682c5fd-08cb-4af1-a3e2-6f1ee880a52d,5d7f28a6-2a2a-4333-aa06-48edfb652f86,Pošta,139
8dde1a7b-e3ec-4675-8409-2a2c4ae696c7,45b36327-9a1a-4cd5-8261-53217326b22f,295616c0-387b-4f60-a337-7743cd6be04e,Bavarski dvor,1080
3d2f3af0-3b48-4019-a861-ee4fff761a24,dac8d2a7-89e4-4aec-948d-00db4833ce7c,b5273abc-dfeb-49a2-9607-249bf6415e4b,I. Kobilca,6
81f21fc1-3bd2-4d2a-b563-2d063479c68e,845b482b-dba1-4313-a476-e772691689cf,d72032c7-d4b0-4eee-a87c-593985a42266,Tobačna,600
59faa0f0-34b1-47cd-ba3a-3b6f0d684c00,10d57057-b305-4b7a-806b-3373014db962,f4cfd904-bd11-4247-95df-32c4555a930f,Klinični center,614
666e98e1-4a23-4204-a3e6-99110f8b3153,bdd68b01-e9a1-4270-be50-8b5c7bd39a1c,a719a87c-4e93-4387-a6d1-2631a487f7e0,Ajdovščina,470
8eeea585-6168-45b8-a5d4-336e61826043,66eec6a2-dfde-4d98-b690-e47f200367fd,c8e0086c-0cef-4375-a471-72f3ae1e34fc,Strelišče,300
9583dbdd-06fd-411e-88dd-af8f89e2caaa,4abe5e63-5707-4ef0-acda-ab2c52749afe,fb0042f8-d9e2-4916-b60a-38a026acf0c9,Leskoškova,691
7fdce743-a4be-44d7-8658-0a259a18ad30,db13a26e-19d4-4b8a-a78a-01ef25d58834,b829062a-2644-4350-b998-74522d9e85d8,Lutkovno gl.,926
52407970-4547-4323-a632-8db4ed0b040f,769b7bc7-4f95-4bb2-9c99-37ba8e8b4bd5,16578e36-c682-4083-bd29-4973445dc0fe,Gosposvetska,395
d2f9bbec-4b03-49a8-af83-afe65fe07a0e,022ef61f-a226-42e8-b11d-30cf9f9a6688,087e50b6-7677-4a85-802f-5694266fe38b,Aškerčeva,175
15eaf9b9-db6d-4586-9ad2-5bfa99719bfd,930fed8f-1d4d-40c6-9a3b-53697263a0f2,6182f8e8-c45e-4606-b4a4-d909bd44d2cc,Gornji trg,925
8eeea585-6168-45b8-a5d4-336e61826043,66943a7c-28b4-40a6-a996-21aa0b968435,609f0950-bb8c-4eaf-a931-8575b8aff1ac,Savske stolpnice,1013
44e58cea-6c90-467f-baf2-22ac161daafb,a0e0a21b-b8ce-4d76-bbc2-04e179367fee,aa42017d-812a-4175-bc9b-0fec03b18931,Ambrožev trg,192
40fcc1b9-2c42-4db8-bd48-d431efc8a3fd,eaad1ba5-14a4-494f-80ae-65294c29a962,c87db9be-1fba-4102-a743-0ee4317dd5af,Bavarski dvor,1352
eefb30b4-8049-4128-89f5-bb359b1c93b0,1c0ae078-cca7-40c8-aeda-1187a12ddfee,b60d686c-3b89-447c-93f6-2837d9af3d02,Ziherlova,857
