zacetek_A,zacetek_B,srecanje_id,srecanje_ime,stevilo_korakov
603011,402031,703092,Vič,629
603011,402031,203031,Tomačevska,913
603011,402031,600012,Bavarski dvor,2385
603011,402031,502014,Ambrožev trg,2054
603011,402031,502014,Ambrožev trg,654
603011,402031,600022,Ajdovščina,1070
603011,402031,601012,Konzorcij,990
603011,402031,600022,Ajdovščina,495
603011,402031,601011,Pošta,1153
603011,402031,602061,Križanke,876
603011,402031,600022,Ajdovščina,625
603011,402031,602011,Cankarjev dom,537
603011,402031,702022,Študentsko naselje,1205
603011,402031,403022,Kodeljevo,637
603011,402031,601011,Pošta,99
603011,402031,502014,Ambrožev trg,189
603011,402031,601012,Konzorcij,580
603011,402031,601011,Pošta,603
603011,402031,600022,Ajdovščina,2636
603011,402031,602061,Križanke,6
603011,402031,602051,Aškerčeva,2431
603011,402031,101051,Astra,319
603011,402031,802012,Stara cerkev,676
603011,402031,704181,Podvozna pot,293
603011,402031,600011,Bavarski dvor,2250
603011,402031,803012,Slovenija avto,459
603011,402031,600022,Ajdovščina,541
603011,402031,803014,Remiza,266
603011,402031,700011,Gosposvetska,61
603011,402031,700011,Gosposvetska,836
603011,402031,602042,Tobačna,26
603011,402031,303062,Archinetova,80
603011,402031,602051,Aškerčeva,1339
603011,402031,600022,Ajdovščina,684
603011,402031,600022,Ajdovščina,12
603011,402031,300011,Kolodvor,745
603011,402031,704011,D. MOST P+R,262
603011,402031,600022,Ajdovščina,312
603011,402031,102082,Mercator,1351
603011,402031,602052,Aškerčeva,53
603011,402031,103131,Ruski car,77
603011,402031,602062,Križanke,539
603011,402031,601012,Konzorcij,881
603011,402031,802012,Stara cerkev,520
603011,402031,600022,Ajdovščina,34
603011,402031,601011,Pošta,249
603011,402031,603161,Galjevica,410
603011,402031,303012,Tržnica Moste,57
603011,402031,600022,Ajdovščina,3672
603011,402031,704181,Podvozna pot,358
603011,402031,101032,Bežigrad,4198
603011,402031,500011,Tavčarjeva,195
603011,402031,602062,Križanke,520
603011,402031,402042,Bolnica,71
603011,402031,602061,Križanke,43
603011,402031,600022,Ajdovščina,108
603011,402031,803051,Litostrojska,401
603011,402031,602011,Cankarjev dom,959
603011,402031,603172,OPEKARSKA,358
603011,402031,600021,Ajdovščina,324
603011,402031,704152,Cesta v Gorice,190
603011,402031,601011,Pošta,719
603011,402031,602102,Gornji trg,24
603011,402031,303052,Pot na Fužine,500
603011,402031,601011,Pošta,409
603011,402031,602021,Drama,98
603011,402031,602042,Tobačna,22
603011,402031,101031,Bežigrad,1084
603011,402031,603171,Opekarska,792
603011,402031,602021,Drama,362
603011,402031,502012,Poljanska,1578
603011,402031,601011,Pošta,47
603011,402031,600022,Ajdovščina,1193
603011,402031,601011,Pošta,344
603011,402031,303012,Tržnica Moste,934
603011,402031,600022,Ajdovščina,337
603011,402031,600022,Ajdovščina,66
603011,402031,303011,Tržnica Moste,1345
603011,402031,502013,Ambrožev trg,469
603011,402031,602061,Križanke,231
603011,402031,202041,Savsko naselje,3017
603011,402031,602041,Tobačna,198
603011,402031,602061,Križanke,1976
603011,402031,801011,Tivoli,1543
603011,402031,303012,Tržnica Moste,193
603011,402031,100022,Razstavišče,121
603011,402031,600022,Ajdovščina,301
603011,402031,600022,Ajdovščina,365
603011,402031,603061,Murgle,813
603011,402031,601011,Pošta,86
603011,402031,602101,Gornji trg,355
603011,402031,602062,Križanke,49
603011,402031,402012,Hrvatski trg,155
603011,402031,600012,Bavarski dvor,455
603011,402031,803081,Kneza Koclja,1012
603011,402031,103101,Stožice,55
603011,402031,101021,Parmova,1749
603011,402031,601011,Pošta,695
603011,402031,203091,Jarše,352
603011,402031,600022,Ajdovščina,58
603011,402031,104221,GAMELJNE,567
603011,402031,102031,Gasilska brigada,463
603011,402031,103192,Božičeva,1460
603011,402031,602062,Križanke,136
603011,402031,602022,Drama,225
603011,402031,602021,Drama,2937
603011,402031,803012,Slovenija avto,139
603011,402031,602061,Križanke,2223
603011,402031,501022,Zmajski most,1029
603011,402031,501021,Zmajski most,260
603011,402031,502011,Poljanska,447
603011,402031,601012,Konzorcij,1335
603011,402031,600012,Bavarski dvor,353
603011,402031,601012,Konzorcij,628
603011,402031,602061,Križanke,501
603011,402031,600032,Dalmatinova,557
603011,402031,402022,Poliklinika,3176
603011,402031,602041,Tobačna,937
603011,402031,601011,Pošta,422
603011,402031,602051,Aškerčeva,1127
603011,402031,703222,Cesta na Vrhovce,515
603011,402031,602021,Drama,111
603011,402031,403051,Emona,454
603011,402031,601012,Konzorcij,451
603011,402031,600022,Ajdovščina,9
603011,402031,304012,Preglov trg,242
603011,402031,600022,Ajdovščina,485
603011,402031,603064,Murgle,956
603011,402031,600022,Ajdovščina,310
603011,402031,303071,Brodarjev trg,1535
603011,402031,602061,Križanke,350
603011,402031,600032,Dalmatinova,3177
603011,402031,602052,Aškerčeva,51
603011,402031,600021,Ajdovščina,1968
603011,402031,304101,VEVČE,409
603011,402031,601012,Konzorcij,487
603011,402031,600022,Ajdovščina,674
603011,402031,602042,Tobačna,168
603011,402031,103101,Stožice,92
603011,402031,403051,Emona,228
603011,402031,802012,Stara cerkev,553
603011,402031,703092,Vič,980
603011,402031,803016,Šišenska,1101
603011,402031,601012,Konzorcij,1631
603011,402031,602052,Aškerčeva,598
603011,402031,402051,Glonarjeva,55
603011,402031,700011,Gosposvetska,1274
603011,402031,804351,Dvor,1345
603011,402031,602052,Aškerčeva,1561
603011,402031,600022,Ajdovščina,3929
